mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,time_since_treatment,bridge_year
-0.036,0.123,-0.279,0.202,0.002,0.002,2445.0,1880.0,1.0,69,2000
-0.035,0.126,-0.293,0.203,0.003,0.002,1986.0,1916.0,1.0,37,1961
-0.037,0.128,-0.285,0.219,0.004,0.006,1141.0,427.0,1.0,42,1975
-0.034,0.127,-0.279,0.226,0.002,0.002,3332.0,2007.0,1.0,47,1997
-0.03,0.124,-0.27,0.219,0.001,0.002,7245.0,4991.0,1.0,52,1889
-0.031,0.12,-0.261,0.218,0.002,0.002,4870.0,4270.0,1.0,-21,1973
-0.032,0.123,-0.265,0.219,0.002,0.002,5298.0,4678.0,1.0,-16,1972
-0.027,0.124,-0.266,0.223,0.002,0.002,3756.0,3137.0,1.0,-17,1976
-0.027,0.126,-0.27,0.216,0.003,0.002,1677.0,841.0,1.0,18,1970
-0.03,0.126,-0.277,0.216,0.002,0.002,4233.0,2538.0,1.0,20,1935
-0.035,0.124,-0.279,0.209,0.002,0.002,3742.0,4532.0,1.0,23,1950
-0.029,0.126,-0.276,0.215,0.003,0.002,1650.0,648.0,1.0,25,1952
-0.032,0.125,-0.284,0.209,0.002,0.002,3724.0,3670.0,1.0,28,1965
-0.03,0.125,-0.27,0.216,0.002,0.002,2795.0,3672.0,1.0,30,2018
-0.032,0.125,-0.276,0.217,0.002,0.002,3387.0,2581.0,1.0,33,1971
-0.033,0.13,-0.295,0.213,0.003,0.003,1869.0,1317.0,1.0,-22,1996
-0.029,0.125,-0.275,0.214,0.002,0.002,4005.0,3834.0,1.0,-38,2011
-0.031,0.124,-0.281,0.217,0.002,0.002,3705.0,3248.0,1.0,-33,1995
-0.026,0.123,-0.279,0.204,0.002,0.002,3474.0,4197.0,1.0,-28,1967
-0.029,0.124,-0.273,0.204,0.002,0.002,2535.0,4407.0,1.0,-23,2016
-0.03,0.123,-0.267,0.214,0.002,0.002,3597.0,3103.0,1.0,36,1982
-0.032,0.125,-0.282,0.215,0.002,0.002,6056.0,3910.0,1.0,41,1957
-0.026,0.126,-0.258,0.234,0.003,0.002,2070.0,1775.0,1.0,35,1999
-0.028,0.124,-0.267,0.214,0.002,0.002,4100.0,4389.0,1.0,40,2015
-0.031,0.126,-0.266,0.223,0.002,0.002,4570.0,3699.0,1.0,45,0
-0.036,0.127,-0.276,0.224,0.003,0.002,1994.0,1880.0,1.0,-27,2004
-0.031,0.122,-0.277,0.201,0.002,0.002,4680.0,3058.0,1.0,81,1988
-0.029,0.124,-0.277,0.21,0.002,0.002,3252.0,3364.0,1.0,86,1989
-0.033,0.128,-0.287,0.215,0.003,0.003,1893.0,481.0,1.01,91,1951
-0.028,0.125,-0.275,0.206,0.003,0.002,2158.0,2240.0,1.0,96,1968
-0.034,0.124,-0.288,0.206,0.002,0.003,3464.0,979.0,1.0,101,1983
-0.03,0.126,-0.269,0.227,0.003,0.002,2096.0,2080.0,1.0,106,1991
-0.03,0.124,-0.286,0.203,0.002,0.002,2664.0,2195.0,1.0,111,1987
-0.029,0.124,-0.269,0.215,0.002,0.002,2919.0,2160.0,1.0,116,1992
-0.03,0.122,-0.271,0.204,0.002,0.002,3091.0,3406.0,1.0,121,2008
-0.028,0.123,-0.275,0.203,0.002,0.002,2581.0,3466.0,1.0,126,1979
-0.034,0.127,-0.283,0.211,0.003,0.003,1660.0,1223.0,1.0,131,2000
-0.031,0.125,-0.29,0.201,0.003,0.002,2512.0,2625.0,1.0,38,1961
-0.03,0.126,-0.268,0.219,0.002,0.002,2648.0,2908.0,1.0,43,1975
-0.023,0.135,-0.283,0.26,0.005,0.005,755.0,247.0,1.01,48,1997
-0.027,0.128,-0.297,0.218,0.003,0.003,1673.0,539.0,1.0,50,1889
-0.031,0.123,-0.274,0.208,0.002,0.002,3324.0,4498.0,1.0,55,1973
-0.035,0.12,-0.258,0.222,0.002,0.002,5129.0,4022.0,1.0,60,1972
-0.032,0.127,-0.277,0.215,0.003,0.002,2006.0,3131.0,1.0,65,1976
-0.032,0.128,-0.283,0.215,0.002,0.002,4803.0,2701.0,1.0,70,1970
-0.032,0.124,-0.274,0.209,0.002,0.002,3598.0,3521.0,1.0,75,1935
-0.031,0.124,-0.277,0.209,0.002,0.002,3515.0,2397.0,1.0,80,1950
-0.037,0.127,-0.273,0.215,0.003,0.002,2173.0,3792.0,1.0,85,1952
-0.03,0.126,-0.273,0.214,0.002,0.002,3876.0,3743.0,1.0,53,1965
-0.032,0.121,-0.269,0.204,0.002,0.002,3669.0,4131.0,1.0,58,2018
-0.031,0.125,-0.284,0.208,0.002,0.002,3159.0,2129.0,1.0,63,1971
-0.03,0.119,-0.262,0.212,0.002,0.002,5189.0,4240.0,1.0,68,1996
-0.031,0.124,-0.261,0.22,0.003,0.002,1737.0,995.0,1.0,-48,2011
-0.034,0.124,-0.274,0.205,0.002,0.002,2791.0,2932.0,1.0,-43,1995
-0.032,0.124,-0.272,0.212,0.002,0.002,3515.0,4467.0,1.0,-26,1967
-0.03,0.129,-0.286,0.215,0.003,0.002,1466.0,1820.0,1.0,-41,2016
-0.032,0.127,-0.278,0.207,0.003,0.002,2551.0,4730.0,1.0,-36,1982
-0.035,0.126,-0.296,0.199,0.002,0.002,3191.0,1822.0,1.0,-31,1957
-0.036,0.124,-0.267,0.218,0.002,0.002,2863.0,4126.0,1.0,46,1999
-0.025,0.127,-0.284,0.207,0.003,0.002,2439.0,2627.0,1.0,51,2015
-0.036,0.119,-0.254,0.211,0.002,0.002,5166.0,5010.0,1.0,-46,0
-0.176,0.048,-0.263,-0.067,0.002,0.001,1378.0,1305.0,1.02,-29,2004
-0.149,0.045,-0.218,-0.026,0.002,0.001,1002.0,333.0,1.02,-24,1988
-0.16,0.052,-0.252,-0.036,0.003,0.002,547.0,306.0,1.02,-19,1989
-0.082,0.042,-0.161,0.013,0.001,0.001,1049.0,1389.0,1.02,-14,1951
-0.097,0.044,-0.173,0.012,0.002,0.001,1125.0,383.0,1.02,-9,1968
-0.115,0.042,-0.199,-0.017,0.001,0.001,1683.0,1139.0,1.01,-4,1983
-0.048,0.043,-0.146,0.039,0.002,0.001,931.0,365.0,1.02,1,1991
-0.059,0.041,-0.146,0.026,0.001,0.001,1922.0,724.0,1.01,6,1987
0.087,0.047,-0.023,0.166,0.002,0.001,900.0,954.0,1.01,11,1992
0.154,0.052,0.021,0.229,0.003,0.002,485.0,302.0,1.02,16,2008
-0.029,0.127,-0.272,0.226,0.003,0.003,2038.0,1079.0,1.0,21,1979
-0.028,0.126,-0.269,0.216,0.003,0.002,1821.0,1377.0,1.0,-45,2000
-0.031,0.125,-0.29,0.197,0.002,0.002,3973.0,3561.0,1.0,-40,1961
-0.036,0.128,-0.295,0.202,0.003,0.002,2398.0,1799.0,1.0,-35,1975
-0.031,0.12,-0.278,0.202,0.002,0.002,5567.0,4580.0,1.0,-30,1997
-0.032,0.121,-0.259,0.209,0.002,0.002,4055.0,3696.0,1.0,-25,1889
-0.029,0.126,-0.274,0.21,0.003,0.002,2510.0,2733.0,1.0,-20,1973
-0.03,0.126,-0.283,0.224,0.003,0.003,1404.0,590.0,1.0,-15,1972
-0.031,0.124,-0.283,0.211,0.002,0.002,2809.0,2795.0,1.0,-13,1976
-0.035,0.122,-0.279,0.196,0.002,0.002,4466.0,3210.0,1.0,-12,1970
-0.031,0.124,-0.267,0.224,0.001,0.002,6682.0,4265.0,1.0,-11,1935
-0.031,0.126,-0.277,0.224,0.002,0.002,2958.0,1866.0,1.0,-10,1950
-0.023,0.135,-0.293,0.245,0.005,0.005,768.0,247.0,1.0,-8,1952
-0.033,0.126,-0.296,0.204,0.002,0.002,2823.0,2064.0,1.0,-7,1965
-0.029,0.125,-0.285,0.205,0.002,0.002,2939.0,1526.0,1.0,-6,2018
-0.03,0.125,-0.279,0.203,0.002,0.002,3504.0,3568.0,1.0,-5,1971
-0.07,0.042,-0.169,0.019,0.001,0.001,1223.0,310.0,1.02,-3,1996
-0.07,0.041,-0.155,0.021,0.001,0.001,1262.0,712.0,1.01,-2,2011
-0.06,0.039,-0.143,0.023,0.001,0.001,1615.0,997.0,1.01,-1,1995
-0.066,0.04,-0.152,0.016,0.001,0.001,1346.0,926.0,1.02,0,1967
-0.047,0.04,-0.128,0.04,0.001,0.001,2002.0,1502.0,1.01,2,2016
-0.049,0.043,-0.139,0.048,0.001,0.001,1199.0,563.0,1.01,3,1982
-0.045,0.04,-0.126,0.044,0.001,0.001,909.0,470.0,1.01,4,1957
-0.025,0.039,-0.111,0.06,0.001,0.001,1651.0,1227.0,1.01,5,1999
-0.15,0.045,-0.233,-0.046,0.001,0.001,1394.0,993.0,1.02,-34,2015
-0.018,0.044,-0.138,0.057,0.002,0.002,734.0,298.0,1.02,7,0
-0.018,0.043,-0.11,0.076,0.001,0.001,1463.0,429.0,1.01,8,2004
0.136,0.048,0.026,0.215,0.002,0.001,776.0,778.0,1.01,9,1988
0.118,0.046,0.01,0.194,0.002,0.001,669.0,666.0,1.01,10,1989
0.161,0.059,0.02,0.256,0.004,0.003,371.0,278.0,1.02,12,1951
-0.032,0.126,-0.29,0.209,0.004,0.003,1104.0,540.0,1.01,13,1968
-0.029,0.123,-0.265,0.223,0.002,0.002,3752.0,3990.0,1.0,14,1983
-0.03,0.123,-0.269,0.216,0.002,0.002,2904.0,3009.0,1.0,15,1991
-0.029,0.124,-0.272,0.218,0.002,0.002,3183.0,2428.0,1.0,-18,1987
-0.029,0.127,-0.271,0.223,0.002,0.002,2638.0,2787.0,1.0,17,1992
-0.033,0.124,-0.273,0.205,0.002,0.002,2875.0,1907.0,1.0,22,2008
-0.034,0.125,-0.282,0.209,0.003,0.002,2236.0,1027.0,1.0,27,1979
-0.037,0.122,-0.289,0.189,0.002,0.002,2401.0,4176.0,1.0,32,2000
-0.031,0.128,-0.278,0.222,0.003,0.002,2118.0,1240.0,1.0,26,1961
-0.026,0.127,-0.257,0.251,0.003,0.002,1747.0,804.0,1.0,31,1975
-0.031,0.124,-0.267,0.22,0.002,0.002,4612.0,4775.0,1.0,19,1997
-0.026,0.126,-0.279,0.218,0.002,0.002,4098.0,4118.0,1.0,24,1889
-0.031,0.124,-0.276,0.21,0.002,0.002,3327.0,1159.0,1.0,29,1973
-0.032,0.122,-0.261,0.22,0.002,0.002,3984.0,3481.0,1.0,34,1972
-0.032,0.128,-0.284,0.231,0.003,0.002,2322.0,1495.0,1.01,39,1976
-0.028,0.121,-0.27,0.195,0.002,0.002,2470.0,4459.0,1.0,44,1970
-0.033,0.121,-0.257,0.218,0.002,0.002,5368.0,3103.0,1.0,49,1935
-0.031,0.123,-0.285,0.197,0.002,0.002,5370.0,4669.0,1.0,54,1950
-0.032,0.127,-0.281,0.213,0.002,0.002,3201.0,1382.0,1.0,59,1952
-0.033,0.125,-0.283,0.205,0.003,0.002,2353.0,1953.0,1.0,64,1965
-0.034,0.124,-0.276,0.211,0.003,0.002,2428.0,1616.0,1.0,69,2018
-0.033,0.126,-0.273,0.22,0.002,0.002,4481.0,3449.0,1.0,37,1971
-0.036,0.126,-0.28,0.219,0.002,0.002,3263.0,2139.0,1.0,42,1996
-0.035,0.124,-0.286,0.201,0.002,0.002,3746.0,3014.0,1.0,47,2011
-0.033,0.128,-0.277,0.217,0.002,0.002,2731.0,1275.0,1.0,52,1995
-0.03,0.126,-0.255,0.232,0.003,0.002,1649.0,689.0,1.0,-21,1967
-0.032,0.124,-0.273,0.215,0.002,0.002,6036.0,3941.0,1.0,-16,2016
-0.031,0.126,-0.27,0.21,0.003,0.002,2301.0,1992.0,1.0,-17,1982
-0.031,0.126,-0.281,0.207,0.002,0.002,3423.0,4016.0,1.0,18,1957
-0.033,0.127,-0.286,0.211,0.003,0.002,2438.0,2184.0,1.0,20,1999
-0.032,0.125,-0.286,0.203,0.002,0.002,2749.0,3296.0,1.0,23,2015
-0.032,0.125,-0.278,0.208,0.002,0.002,3026.0,3588.0,1.0,25,0
-0.032,0.124,-0.268,0.222,0.002,0.002,4869.0,3686.0,1.0,28,2004
-0.03,0.128,-0.276,0.22,0.003,0.002,1660.0,2660.0,1.0,30,1988
-0.032,0.122,-0.266,0.209,0.002,0.002,3924.0,3029.0,1.0,33,1989
-0.028,0.124,-0.279,0.21,0.002,0.002,3497.0,2306.0,1.01,-22,1951
-0.03,0.121,-0.255,0.213,0.002,0.002,6063.0,4925.0,1.0,-38,1968
-0.025,0.123,-0.257,0.222,0.002,0.002,3148.0,4041.0,1.0,-33,1983
-0.033,0.124,-0.281,0.207,0.002,0.002,4698.0,4736.0,1.0,-28,1991
-0.03,0.124,-0.256,0.225,0.002,0.002,3481.0,2602.0,1.0,-23,1987
-0.035,0.124,-0.282,0.206,0.002,0.002,3025.0,3448.0,1.0,36,1992
-0.028,0.125,-0.265,0.226,0.002,0.002,2761.0,3101.0,1.0,41,2008
-0.033,0.124,-0.269,0.218,0.002,0.002,3859.0,3039.0,1.0,35,1979
-0.031,0.127,-0.276,0.222,0.002,0.002,2667.0,2354.0,1.0,40,2000
-0.028,0.129,-0.282,0.212,0.003,0.003,1559.0,1848.0,1.0,45,1961
-0.031,0.124,-0.267,0.214,0.002,0.002,4054.0,3275.0,1.0,-27,1975
-0.033,0.124,-0.271,0.206,0.002,0.002,2899.0,1746.0,1.0,81,1997
-0.03,0.124,-0.262,0.223,0.002,0.002,4826.0,3110.0,1.0,86,1889
-0.029,0.123,-0.283,0.2,0.002,0.002,5059.0,4827.0,1.0,91,1973
-0.033,0.126,-0.28,0.215,0.003,0.002,2335.0,2037.0,1.0,96,1972
-0.031,0.126,-0.276,0.224,0.002,0.002,2923.0,2070.0,1.0,101,1976
-0.033,0.125,-0.279,0.205,0.002,0.002,2755.0,2425.0,1.0,106,1970
-0.028,0.124,-0.273,0.212,0.003,0.002,1497.0,799.0,1.0,111,1935
-0.034,0.121,-0.263,0.206,0.002,0.002,2637.0,4268.0,1.0,116,1950
-0.03,0.12,-0.264,0.201,0.002,0.002,5617.0,2723.0,1.0,121,1952
-0.031,0.123,-0.258,0.218,0.002,0.002,2726.0,3110.0,1.0,126,1965
-0.034,0.125,-0.287,0.207,0.003,0.002,2253.0,3793.0,1.0,131,2018
-0.029,0.125,-0.27,0.221,0.002,0.002,3973.0,3635.0,1.0,38,1971
-0.034,0.13,-0.303,0.21,0.004,0.004,894.0,336.0,1.01,43,1996
-0.032,0.123,-0.275,0.201,0.002,0.002,5045.0,4645.0,1.0,48,2011
-0.029,0.125,-0.274,0.22,0.002,0.002,4147.0,2429.0,1.0,50,1995
-0.027,0.124,-0.277,0.211,0.002,0.002,6269.0,3634.0,1.0,55,1967
-0.031,0.121,-0.268,0.212,0.002,0.002,4180.0,4567.0,1.0,60,2016
-0.032,0.129,-0.29,0.209,0.003,0.003,1842.0,621.0,1.0,65,1982
-0.029,0.125,-0.284,0.224,0.003,0.002,2369.0,1423.0,1.0,70,1957
-0.029,0.127,-0.272,0.213,0.002,0.002,2929.0,2390.0,1.0,75,1999
-0.023,0.13,-0.275,0.24,0.004,0.004,1035.0,352.0,1.01,80,2015
-0.027,0.127,-0.264,0.235,0.004,0.003,1348.0,412.0,1.0,85,0
-0.031,0.121,-0.265,0.195,0.003,0.002,1843.0,671.0,1.0,53,2004
-0.031,0.122,-0.284,0.197,0.002,0.002,5350.0,3893.0,1.01,58,1988
-0.032,0.125,-0.276,0.208,0.002,0.002,4445.0,3964.0,1.0,63,1989
-0.032,0.123,-0.277,0.217,0.003,0.002,2437.0,1406.0,1.0,68,1951
-0.028,0.127,-0.263,0.225,0.002,0.002,3606.0,3890.0,1.0,-48,1968
-0.03,0.126,-0.28,0.208,0.002,0.002,3566.0,3462.0,1.0,-43,1983
-0.031,0.121,-0.271,0.204,0.002,0.002,2966.0,4239.0,1.0,-26,1991
-0.033,0.126,-0.266,0.225,0.003,0.002,1816.0,2581.0,1.0,-41,1987
-0.029,0.124,-0.286,0.204,0.002,0.002,4229.0,4370.0,1.0,-36,1992
-0.032,0.123,-0.276,0.211,0.002,0.002,5565.0,3899.0,1.0,-31,2008
-0.034,0.129,-0.275,0.221,0.002,0.002,3755.0,3621.0,1.0,46,1979
-0.029,0.12,-0.262,0.204,0.002,0.002,4489.0,4609.0,1.0,51,2000
-0.035,0.127,-0.275,0.214,0.003,0.002,2543.0,3793.0,1.0,-46,1961
-0.031,0.123,-0.275,0.204,0.001,0.002,8094.0,4636.0,1.0,-29,1975
-0.025,0.123,-0.28,0.2,0.003,0.002,1778.0,1666.0,1.0,-24,1997
-0.029,0.127,-0.278,0.214,0.002,0.002,4179.0,4041.0,1.0,-19,1889
-0.035,0.124,-0.267,0.211,0.002,0.002,2767.0,3481.0,1.0,-14,1973
-0.032,0.123,-0.271,0.201,0.002,0.002,2712.0,1438.0,1.0,-9,1972
-0.033,0.129,-0.27,0.232,0.004,0.003,1198.0,610.0,1.0,-4,1976
-0.033,0.123,-0.276,0.206,0.002,0.002,5559.0,3120.0,1.0,1,1970
-0.029,0.125,-0.271,0.212,0.002,0.002,3925.0,3072.0,1.0,6,1935
-0.031,0.122,-0.279,0.201,0.003,0.002,2139.0,2198.0,1.0,11,1950
0.045,0.017,0.006,0.076,0.001,0.0,1286.0,616.0,1.04,16,1952
0.107,0.015,0.074,0.14,0.0,0.0,1799.0,1035.0,1.05,21,1965
-0.031,0.121,-0.27,0.198,0.002,0.002,4199.0,4313.0,1.0,-45,2018
-0.035,0.125,-0.279,0.206,0.003,0.002,2095.0,1078.0,1.0,-40,1971
-0.03,0.123,-0.281,0.197,0.002,0.002,2873.0,3545.0,1.0,-35,1996
-0.031,0.126,-0.268,0.224,0.002,0.002,3194.0,3651.0,1.0,-30,2011
-0.036,0.125,-0.29,0.202,0.004,0.004,1361.0,629.0,1.0,-25,1995
-0.031,0.126,-0.289,0.209,0.002,0.002,2648.0,1136.0,1.0,-20,1967
-0.032,0.123,-0.272,0.21,0.003,0.003,1944.0,726.0,1.0,-15,2016
-0.305,0.018,-0.341,-0.267,0.0,0.0,3379.0,994.0,1.05,-13,1982
-0.035,0.124,-0.264,0.213,0.002,0.002,4124.0,3889.0,1.0,-12,1957
-0.028,0.124,-0.259,0.236,0.003,0.002,1824.0,671.0,1.0,-11,1999
-0.033,0.126,-0.294,0.204,0.003,0.003,1631.0,665.0,1.0,-10,2015
-0.229,0.017,-0.264,-0.193,0.0,0.0,2425.0,1257.0,1.05,-8,0
-0.03,0.128,-0.28,0.22,0.002,0.002,2766.0,2903.0,1.0,-7,2004
-0.026,0.123,-0.265,0.204,0.002,0.002,2737.0,1035.0,1.0,-6,1988
-0.028,0.124,-0.272,0.212,0.002,0.002,5189.0,3008.0,1.0,-5,1989
-0.23,0.018,-0.266,-0.191,0.0,0.0,5116.0,1288.0,1.05,-3,1951
-0.036,0.123,-0.277,0.199,0.002,0.002,3181.0,4076.0,1.0,-2,1968
-0.027,0.124,-0.268,0.211,0.002,0.002,3749.0,3691.0,1.0,-1,1983
-0.033,0.123,-0.279,0.211,0.002,0.002,4953.0,2512.0,1.0,0,1991
-0.118,0.016,-0.151,-0.083,0.0,0.0,3313.0,1240.0,1.07,2,1987
-0.03,0.124,-0.262,0.23,0.002,0.002,5766.0,3984.0,1.0,3,1992
-0.029,0.121,-0.274,0.198,0.002,0.002,4822.0,4586.0,1.0,4,2008
-0.033,0.126,-0.286,0.206,0.002,0.002,4609.0,3097.0,1.0,5,1979
-0.029,0.124,-0.276,0.209,0.002,0.002,5362.0,3278.0,1.0,-34,2000
-0.157,0.016,-0.192,-0.119,0.0,0.0,4371.0,986.0,1.06,7,1961
-0.032,0.126,-0.277,0.216,0.002,0.002,3175.0,2941.0,1.0,8,1975
-0.032,0.124,-0.283,0.202,0.002,0.002,3262.0,3080.0,1.0,9,1997
-0.033,0.128,-0.28,0.222,0.004,0.003,1438.0,631.0,1.0,10,1889
-0.107,0.015,-0.141,-0.076,0.0,0.0,2071.0,696.0,1.06,12,1973
0.003,0.016,-0.034,0.034,0.0,0.0,1864.0,619.0,1.04,13,1972
0.049,0.017,0.008,0.084,0.001,0.0,1228.0,633.0,1.03,14,1976
0.062,0.016,0.024,0.091,0.0,0.0,3118.0,1230.0,1.05,15,1970
-0.314,0.018,-0.353,-0.279,0.0,0.0,2152.0,931.0,1.05,-18,1935
0.064,0.016,0.03,0.097,0.0,0.0,3279.0,1219.0,1.06,17,1950
0.085,0.015,0.05,0.117,0.0,0.0,4438.0,1314.0,1.06,22,1952
0.115,0.017,0.077,0.147,0.0,0.0,2734.0,1161.0,1.04,27,1965
0.137,0.016,0.102,0.173,0.0,0.0,3791.0,1340.0,1.05,32,2018
0.109,0.016,0.074,0.143,0.0,0.0,1753.0,714.0,1.06,26,1971
0.204,0.017,0.17,0.241,0.0,0.0,3482.0,1007.0,1.06,31,1996
0.087,0.015,0.05,0.115,0.0,0.0,2600.0,1409.0,1.05,19,2011
0.146,0.016,0.107,0.177,0.0,0.0,2572.0,1180.0,1.05,24,1995
0.136,0.016,0.104,0.173,0.0,0.0,3497.0,1389.0,1.06,29,1967
-0.031,0.121,-0.273,0.2,0.002,0.002,4107.0,4725.0,1.0,34,2016
-0.026,0.123,-0.266,0.213,0.003,0.002,1914.0,942.0,1.0,39,1982
-0.033,0.125,-0.274,0.21,0.003,0.002,2211.0,2712.0,1.0,44,1957
-0.024,0.131,-0.305,0.211,0.004,0.003,1239.0,774.0,1.0,49,1999
-0.027,0.125,-0.263,0.232,0.003,0.003,1869.0,510.0,1.0,54,2015
-0.032,0.121,-0.263,0.203,0.002,0.002,3195.0,3987.0,1.0,59,0
-0.033,0.124,-0.279,0.215,0.002,0.002,3804.0,3535.0,1.0,64,2004
-0.033,0.126,-0.275,0.217,0.002,0.002,3335.0,3085.0,1.0,69,1988
-0.031,0.124,-0.257,0.216,0.003,0.002,2078.0,4525.0,1.0,37,1989
-0.03,0.126,-0.28,0.218,0.002,0.002,2765.0,2816.0,1.0,42,1951
-0.035,0.125,-0.28,0.204,0.002,0.002,3497.0,3547.0,1.0,47,1968
-0.033,0.124,-0.279,0.201,0.003,0.002,1933.0,772.0,1.0,52,1983
-0.03,0.124,-0.272,0.212,0.002,0.002,2694.0,3789.0,1.0,-21,1991
-0.026,0.125,-0.276,0.217,0.003,0.002,2432.0,3453.0,1.0,-16,1987
-0.03,0.127,-0.269,0.231,0.004,0.003,1225.0,854.0,1.01,-17,1992
0.059,0.015,0.023,0.09,0.0,0.0,3343.0,1361.0,1.06,18,2008
0.123,0.017,0.082,0.153,0.001,0.0,1611.0,752.0,1.04,20,1979
0.14,0.016,0.105,0.174,0.0,0.0,1825.0,1061.0,1.05,23,2000
0.095,0.016,0.063,0.133,0.0,0.0,2884.0,931.0,1.06,25,1961
0.087,0.016,0.049,0.122,0.0,0.0,4080.0,1102.0,1.05,28,1975
0.167,0.015,0.135,0.201,0.0,0.0,2305.0,1035.0,1.05,30,1997
-0.031,0.121,-0.267,0.204,0.002,0.002,4209.0,2677.0,1.0,33,1889
-0.03,0.126,-0.268,0.22,0.003,0.003,2611.0,1332.0,1.0,-22,1973
-0.037,0.127,-0.278,0.216,0.003,0.003,1935.0,911.0,1.0,-38,1972
-0.03,0.124,-0.266,0.211,0.002,0.002,2660.0,3617.0,1.0,-33,1976
-0.035,0.128,-0.294,0.199,0.003,0.002,1979.0,1026.0,1.0,-28,1970
-0.035,0.123,-0.28,0.214,0.002,0.003,2644.0,1538.0,1.0,-23,1935
-0.029,0.123,-0.27,0.215,0.002,0.002,5487.0,4393.0,1.0,36,1950
-0.029,0.127,-0.268,0.227,0.003,0.002,1629.0,829.0,1.0,41,1952
-0.028,0.125,-0.269,0.211,0.002,0.002,3897.0,4244.0,1.0,35,1965
-0.03,0.122,-0.269,0.2,0.002,0.002,3323.0,3494.0,1.0,40,2018
-0.03,0.121,-0.263,0.208,0.002,0.002,3407.0,3600.0,1.0,45,1971
-0.034,0.127,-0.272,0.225,0.003,0.002,2485.0,1680.0,1.0,-27,1996
-0.032,0.122,-0.267,0.202,0.003,0.002,1648.0,1332.0,1.0,81,2011
-0.031,0.13,-0.29,0.217,0.003,0.003,1536.0,893.0,1.0,86,1995
-0.03,0.125,-0.273,0.212,0.002,0.002,2900.0,2776.0,1.0,91,1967
-0.028,0.125,-0.276,0.217,0.003,0.002,1607.0,860.0,1.0,96,2016
-0.033,0.13,-0.285,0.238,0.003,0.003,2805.0,1234.0,1.0,101,1982
-0.03,0.127,-0.284,0.215,0.002,0.002,4515.0,3088.0,1.0,106,1957
-0.036,0.122,-0.264,0.211,0.002,0.002,3570.0,4428.0,1.0,111,1999
-0.033,0.122,-0.257,0.219,0.002,0.002,3731.0,4113.0,1.0,116,2015
-0.031,0.121,-0.263,0.215,0.001,0.002,7438.0,4667.0,1.0,121,0
-0.027,0.125,-0.266,0.225,0.004,0.002,1294.0,598.0,1.0,126,2004
-0.031,0.126,-0.288,0.2,0.002,0.002,3841.0,4303.0,1.0,131,1988
-0.028,0.127,-0.254,0.244,0.003,0.002,2065.0,878.0,1.0,38,1989
-0.033,0.127,-0.271,0.223,0.002,0.002,2664.0,2232.0,1.01,43,1951
-0.03,0.123,-0.277,0.205,0.002,0.002,4621.0,4113.0,1.0,48,1968
-0.031,0.125,-0.271,0.22,0.002,0.002,5577.0,4263.0,1.0,50,1983
-0.033,0.121,-0.294,0.179,0.003,0.002,2357.0,1647.0,1.0,55,1991
-0.023,0.128,-0.278,0.228,0.003,0.002,1656.0,584.0,1.0,60,1987
-0.031,0.128,-0.277,0.221,0.002,0.003,3756.0,2490.0,1.0,65,1992
-0.028,0.124,-0.271,0.209,0.003,0.002,2186.0,1537.0,1.0,70,2008
-0.029,0.123,-0.284,0.203,0.002,0.002,5890.0,4529.0,1.0,75,1979
-0.034,0.124,-0.273,0.21,0.003,0.002,1837.0,1035.0,1.0,80,2000
-0.03,0.122,-0.27,0.205,0.002,0.002,4944.0,4538.0,1.0,85,1961
-0.032,0.129,-0.27,0.234,0.002,0.002,3452.0,2902.0,1.0,53,1975
-0.03,0.122,-0.276,0.204,0.002,0.002,5380.0,4041.0,1.0,58,1997
-0.031,0.124,-0.287,0.194,0.002,0.002,3367.0,1803.0,1.0,63,1889
-0.031,0.125,-0.275,0.21,0.002,0.002,3307.0,2460.0,1.0,68,1973
-0.026,0.125,-0.271,0.204,0.002,0.002,2681.0,3259.0,1.0,-48,1972
-0.033,0.124,-0.274,0.208,0.003,0.002,1708.0,776.0,1.0,-43,1976
-0.028,0.126,-0.278,0.216,0.002,0.002,2733.0,1350.0,1.0,-26,1970
-0.032,0.127,-0.279,0.211,0.003,0.002,1867.0,1399.0,1.0,-41,1935
-0.029,0.125,-0.275,0.209,0.002,0.002,3356.0,2714.0,1.0,-36,1950
-0.031,0.124,-0.291,0.206,0.003,0.003,1820.0,491.0,1.0,-31,1952
-0.029,0.121,-0.277,0.204,0.001,0.002,6437.0,4196.0,1.0,46,1965
-0.038,0.125,-0.28,0.205,0.003,0.002,2294.0,4274.0,1.0,51,2018
-0.032,0.124,-0.29,0.206,0.002,0.002,2825.0,1374.0,1.0,-46,1971
-0.03,0.124,-0.268,0.221,0.002,0.002,5586.0,3954.0,1.0,-29,1996
-0.028,0.124,-0.275,0.211,0.002,0.002,2646.0,2575.0,1.0,-24,2011
-0.129,0.124,-0.387,0.099,0.002,0.002,3013.0,4036.0,1.0,-19,1995
-0.124,0.119,-0.358,0.107,0.002,0.002,3193.0,4676.0,1.0,-14,1967
-0.12,0.12,-0.358,0.111,0.003,0.002,2089.0,1026.0,1.0,-9,2016
-0.12,0.118,-0.34,0.111,0.002,0.002,2811.0,2702.0,1.0,-4,1982
