island,year,island_id,region_code,region,prefecture_code,pref,population,dummy_has_bridge,dummy_connect_mainland_by_bridge,bridge_opened_year,dummy_after_bridge_build,connect_mainland_year,dummy_after_connect_mainland,income
三角島,2001,43,34202,呉市,34,広島県,52,0,0,0,0,0,0,290762926
三角島,2002,43,34202,呉市,34,広島県,52,0,0,0,0,0,0,283474689
三角島,2003,43,34202,呉市,34,広島県,48,0,0,0,0,0,0,276643906
三角島,2004,43,34202,呉市,34,広島県,49,0,0,0,0,0,0,281362342
三角島,2005,43,34202,呉市,34,広島県,50,0,0,0,0,0,0,328830450
三角島,2006,43,34202,呉市,34,広島県,46,0,0,0,0,0,0,347243088
三角島,2007,43,34202,呉市,34,広島県,44,0,0,0,0,0,0,345088285
三角島,2008,43,34202,呉市,34,広島県,42,0,0,0,0,0,0,344872279
三角島,2009,43,34202,呉市,34,広島県,41,0,0,0,0,0,0,339619896
三角島,2010,43,34202,呉市,34,広島県,39,0,0,0,0,0,0,312452897
三角島,2011,43,34202,呉市,34,広島県,38,0,0,0,0,0,0,310828769
三角島,2012,43,34202,呉市,34,広島県,,0,0,0,0,0,0,309762795
三角島,2013,43,34202,呉市,34,広島県,,0,0,0,0,0,0,301188553
三角島,2014,43,34202,呉市,34,広島県,,0,0,0,0,0,0,297402299
三角島,2015,43,34202,呉市,34,広島県,,0,0,0,0,0,0,300875209
三角島,2016,43,34202,呉市,34,広島県,,0,0,0,0,0,0,304343124
三角島,2017,43,34202,呉市,34,広島県,,0,0,0,0,0,0,308340616
三角島,2018,43,34202,呉市,34,広島県,,0,0,0,0,0,0,308877758
三角島,2019,43,34202,呉市,34,広島県,,0,0,0,0,0,0,309494539
三角島,2020,43,34202,呉市,34,広島県,,0,0,0,0,0,0,311543766
豊島,2001,44,34425,（旧）豊浜町,34,広島県,1836,1,1,2008,0,2008,0,1529458
豊島,2002,44,34425,（旧）豊浜町,34,広島県,1793,1,1,2008,0,2008,0,1357770
豊島,2003,44,34202,呉市,34,広島県,1765,1,1,2008,0,2008,0,276643906
豊島,2004,44,34202,呉市,34,広島県,1708,1,1,2008,0,2008,0,281362342
豊島,2005,44,34202,呉市,34,広島県,1652,1,1,2008,0,2008,0,328830450
豊島,2006,44,34202,呉市,34,広島県,1610,1,1,2008,0,2008,0,347243088
豊島,2007,44,34202,呉市,34,広島県,1566,1,1,2008,0,2008,0,345088285
豊島,2008,44,34202,呉市,34,広島県,1520,1,1,2008,1,2008,1,344872279
豊島,2009,44,34202,呉市,34,広島県,1508,1,1,2008,1,2008,1,339619896
豊島,2010,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,312452897
豊島,2011,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,310828769
豊島,2012,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,309762795
豊島,2013,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,301188553
豊島,2014,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,297402299
豊島,2015,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,300875209
豊島,2016,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,304343124
豊島,2017,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,308340616
豊島,2018,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,308877758
豊島,2019,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,309494539
豊島,2020,44,34202,呉市,34,広島県,,1,1,2008,1,2008,1,311543766
斎島,2001,45,34425,（旧）豊浜町,34,広島県,34,0,0,0,0,0,0,1529458
斎島,2002,45,34425,（旧）豊浜町,34,広島県,36,0,0,0,0,0,0,1357770
斎島,2003,45,34202,呉市,34,広島県,39,0,0,0,0,0,0,276643906
斎島,2004,45,34202,呉市,34,広島県,34,0,0,0,0,0,0,281362342
斎島,2005,45,34202,呉市,34,広島県,34,0,0,0,0,0,0,328830450
斎島,2006,45,34202,呉市,34,広島県,31,0,0,0,0,0,0,347243088
斎島,2007,45,34202,呉市,34,広島県,28,0,0,0,0,0,0,345088285
斎島,2008,45,34202,呉市,34,広島県,24,0,0,0,0,0,0,344872279
斎島,2009,45,34202,呉市,34,広島県,22,0,0,0,0,0,0,339619896
斎島,2010,45,34202,呉市,34,広島県,23,0,0,0,0,0,0,312452897
斎島,2011,45,34202,呉市,34,広島県,23,0,0,0,0,0,0,310828769
斎島,2012,45,34202,呉市,34,広島県,,0,0,0,0,0,0,309762795
斎島,2013,45,34202,呉市,34,広島県,,0,0,0,0,0,0,301188553
斎島,2014,45,34202,呉市,34,広島県,,0,0,0,0,0,0,297402299
斎島,2015,45,34202,呉市,34,広島県,,0,0,0,0,0,0,300875209
斎島,2016,45,34202,呉市,34,広島県,,0,0,0,0,0,0,304343124
斎島,2017,45,34202,呉市,34,広島県,,0,0,0,0,0,0,308340616
斎島,2018,45,34202,呉市,34,広島県,,0,0,0,0,0,0,308877758
斎島,2019,45,34202,呉市,34,広島県,,0,0,0,0,0,0,309494539
斎島,2020,45,34202,呉市,34,広島県,,0,0,0,0,0,0,311543766
大芝島,2001,46,34422,（旧）安芸津町,34,広島県,,1,1,1997,1,1997,1,14911440
大芝島,2002,46,34422,（旧）安芸津町,34,広島県,,1,1,1997,1,1997,1,14646281
大芝島,2003,46,34422,（旧）安芸津町,34,広島県,,1,1,1997,1,1997,1,13921384
大芝島,2004,46,34422,（旧）安芸津町,34,広島県,,1,1,1997,1,1997,1,13612250
大芝島,2005,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,242419085
大芝島,2006,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,254919151
大芝島,2007,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,260742892
大芝島,2008,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,263243193
大芝島,2009,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,260404177
大芝島,2010,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,243592023
大芝島,2011,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,245234380
大芝島,2012,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,245640095
大芝島,2013,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,242124489
大芝島,2014,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,243645667
大芝島,2015,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,253755454
大芝島,2016,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,259712360
大芝島,2017,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,341045509
大芝島,2018,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,270401504
大芝島,2019,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,281789789
大芝島,2020,46,34212,東広島市,34,広島県,,1,1,1997,1,1997,1,348381570
上蒲刈島,2001,47,34314,（旧）蒲刈町,34,広島県,,1,1,1979,1,2000,1,2624947
上蒲刈島,2002,47,34314,（旧）蒲刈町,34,広島県,,1,1,1979,1,2000,1,2548033
上蒲刈島,2003,47,34314,（旧）蒲刈町,34,広島県,,1,1,1979,1,2000,1,2375967
上蒲刈島,2004,47,34314,（旧）蒲刈町,34,広島県,,1,1,1979,1,2000,1,2400101
上蒲刈島,2005,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,328830450
上蒲刈島,2006,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,347243088
上蒲刈島,2007,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,345088285
上蒲刈島,2008,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,344872279
上蒲刈島,2009,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,339619896
上蒲刈島,2010,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,312452897
上蒲刈島,2011,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,310828769
上蒲刈島,2012,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,309762795
上蒲刈島,2013,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,301188553
上蒲刈島,2014,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,297402299
上蒲刈島,2015,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,300875209
上蒲刈島,2016,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,304343124
上蒲刈島,2017,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,308340616
上蒲刈島,2018,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,308877758
上蒲刈島,2019,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,309494539
上蒲刈島,2020,47,34202,呉市,34,広島県,,1,1,1979,1,2000,1,311543766
下蒲刈島,2001,48,34313,（旧）下蒲刈町,34,広島県,,1,1,2000,1,2000,1,2806859
下蒲刈島,2002,48,34313,（旧）下蒲刈町,34,広島県,,1,1,2000,1,2000,1,2728410
下蒲刈島,2003,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,276643906
下蒲刈島,2004,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,281362342
下蒲刈島,2005,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,328830450
下蒲刈島,2006,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,347243088
下蒲刈島,2007,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,345088285
下蒲刈島,2008,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,344872279
下蒲刈島,2009,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,339619896
下蒲刈島,2010,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,312452897
下蒲刈島,2011,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,310828769
下蒲刈島,2012,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,309762795
下蒲刈島,2013,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,301188553
下蒲刈島,2014,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,297402299
下蒲刈島,2015,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,300875209
下蒲刈島,2016,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,304343124
下蒲刈島,2017,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,308340616
下蒲刈島,2018,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,308877758
下蒲刈島,2019,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,309494539
下蒲刈島,2020,48,34202,呉市,34,広島県,,1,1,2000,1,2000,1,311543766
情島,2001,49,34202,呉市,34,広島県,18,0,0,0,0,0,0,290762926
情島,2002,49,34202,呉市,34,広島県,18,0,0,0,0,0,0,283474689
情島,2003,49,34202,呉市,34,広島県,17,0,0,0,0,0,0,276643906
情島,2004,49,34202,呉市,34,広島県,16,0,0,0,0,0,0,281362342
情島,2005,49,34202,呉市,34,広島県,16,0,0,0,0,0,0,328830450
情島,2006,49,34202,呉市,34,広島県,14,0,0,0,0,0,0,347243088
情島,2007,49,34202,呉市,34,広島県,12,0,0,0,0,0,0,345088285
情島,2008,49,34202,呉市,34,広島県,12,0,0,0,0,0,0,344872279
情島,2009,49,34202,呉市,34,広島県,11,0,0,0,0,0,0,339619896
情島,2010,49,34202,呉市,34,広島県,13,0,0,0,0,0,0,312452897
情島,2011,49,34202,呉市,34,広島県,11,0,0,0,0,0,0,310828769
情島,2012,49,34202,呉市,34,広島県,,0,0,0,0,0,0,309762795
情島,2013,49,34202,呉市,34,広島県,,0,0,0,0,0,0,301188553
情島,2014,49,34202,呉市,34,広島県,,0,0,0,0,0,0,297402299
情島,2015,49,34202,呉市,34,広島県,,0,0,0,0,0,0,300875209
情島,2016,49,34202,呉市,34,広島県,,0,0,0,0,0,0,304343124
情島,2017,49,34202,呉市,34,広島県,,0,0,0,0,0,0,308340616
情島,2018,49,34202,呉市,34,広島県,,0,0,0,0,0,0,308877758
情島,2019,49,34202,呉市,34,広島県,,0,0,0,0,0,0,309494539
情島,2020,49,34202,呉市,34,広島県,,0,0,0,0,0,0,311543766
似島,2001,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1805928997
似島,2002,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1768072683
似島,2003,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1722008329
似島,2004,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1695772180
似島,2005,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1735605309
似島,2006,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1796577835
似島,2007,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1810846804
似島,2008,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1830818655
似島,2009,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1828121301
似島,2010,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1720213761
似島,2011,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1702461432
似島,2012,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1718943940
似島,2013,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1727317265
似島,2014,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1766011773
似島,2015,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1809353868
似島,2016,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1855238881
似島,2017,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1904501247
似島,2018,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1938410424
似島,2019,50,34100,広島市,34,広島県,,0,0,0,0,0,0,1967328554
似島,2020,50,34100,広島市,34,広島県,,0,0,0,0,0,0,2000878826
金輪島,2001,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1805928997
金輪島,2002,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1768072683
金輪島,2003,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1722008329
金輪島,2004,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1695772180
金輪島,2005,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1735605309
金輪島,2006,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1796577835
金輪島,2007,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1810846804
金輪島,2008,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1830818655
金輪島,2009,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1828121301
金輪島,2010,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1720213761
金輪島,2011,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1702461432
金輪島,2012,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1718943940
金輪島,2013,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1727317265
金輪島,2014,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1766011773
金輪島,2015,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1809353868
金輪島,2016,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1855238881
金輪島,2017,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1904501247
金輪島,2018,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1938410424
金輪島,2019,51,34100,広島市,34,広島県,,0,0,0,0,0,0,1967328554
金輪島,2020,51,34100,広島市,34,広島県,,0,0,0,0,0,0,2000878826
江田島・能美島,2001,52,34310,（旧）江田島町,34,広島県,,1,1,1973,1,1973,1,16644716
江田島・能美島,2002,52,34310,（旧）江田島町,34,広島県,,1,1,1973,1,1973,1,16404186
江田島・能美島,2003,52,34310,（旧）江田島町,34,広島県,,1,1,1973,1,1973,1,15825168
江田島・能美島,2004,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,
江田島・能美島,2005,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,34541025
江田島・能美島,2006,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,36209061
江田島・能美島,2007,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,35375249
江田島・能美島,2008,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,34618743
江田島・能美島,2009,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,33103529
江田島・能美島,2010,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,30632739
江田島・能美島,2011,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,29500036
江田島・能美島,2012,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,29179872
江田島・能美島,2013,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,27682069
江田島・能美島,2014,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,27544024
江田島・能美島,2015,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,27693957
江田島・能美島,2016,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,28474020
江田島・能美島,2017,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,27956120
江田島・能美島,2018,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,27286375
江田島・能美島,2019,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,27054269
江田島・能美島,2020,52,34215,江田島市,34,広島県,,1,1,1973,1,1973,1,26459025
沖野島,2001,53,34330,（旧）大柿町,34,広島県,,1,1,1972,1,1973,1,10674931
沖野島,2002,53,34330,（旧）大柿町,34,広島県,,1,1,1972,1,1973,1,10374301
沖野島,2003,53,34330,（旧）大柿町,34,広島県,,1,1,1972,1,1973,1,10031539
沖野島,2004,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,
沖野島,2005,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,34541025
沖野島,2006,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,36209061
沖野島,2007,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,35375249
沖野島,2008,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,34618743
沖野島,2009,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,33103529
沖野島,2010,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,30632739
沖野島,2011,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,29500036
沖野島,2012,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,29179872
沖野島,2013,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,27682069
沖野島,2014,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,27544024
沖野島,2015,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,27693957
沖野島,2016,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,28474020
沖野島,2017,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,27956120
沖野島,2018,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,27286375
沖野島,2019,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,27054269
沖野島,2020,53,34215,江田島市,34,広島県,,1,1,1972,1,1973,1,26459025
倉橋島,2001,54,34312,（旧）倉橋町,34,広島県,,1,1,1961,1,1961,1,8705047
倉橋島,2002,54,34312,（旧）倉橋町,34,広島県,,1,1,1961,1,1961,1,8496788
倉橋島,2003,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,276643906
倉橋島,2004,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,281362342
倉橋島,2005,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,328830450
倉橋島,2006,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,347243088
倉橋島,2007,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,345088285
倉橋島,2008,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,344872279
倉橋島,2009,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,339619896
倉橋島,2010,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,312452897
倉橋島,2011,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,310828769
倉橋島,2012,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,309762795
倉橋島,2013,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,301188553
倉橋島,2014,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,297402299
倉橋島,2015,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,300875209
倉橋島,2016,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,304343124
倉橋島,2017,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,308340616
倉橋島,2018,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,308877758
倉橋島,2019,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,309494539
倉橋島,2020,54,34202,呉市,34,広島県,,1,1,1961,1,1961,1,311543766
鹿島,2001,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,290762926
鹿島,2002,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,283474689
鹿島,2003,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,276643906
鹿島,2004,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,281362342
鹿島,2005,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,328830450
鹿島,2006,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,347243088
鹿島,2007,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,345088285
鹿島,2008,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,344872279
鹿島,2009,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,339619896
鹿島,2010,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,312452897
鹿島,2011,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,310828769
鹿島,2012,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,309762795
鹿島,2013,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,301188553
鹿島,2014,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,297402299
鹿島,2015,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,300875209
鹿島,2016,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,304343124
鹿島,2017,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,308340616
鹿島,2018,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,308877758
鹿島,2019,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,309494539
鹿島,2020,55,34202,呉市,34,広島県,,1,1,1975,1,1975,1,311543766
厳島,2001,56,34327,（旧）宮島町,34,広島県,,0,0,0,0,0,0,2810727
厳島,2002,56,34327,（旧）宮島町,34,広島県,,0,0,0,0,0,0,2643140
厳島,2003,56,34327,（旧）宮島町,34,広島県,,0,0,0,0,0,0,2544474
厳島,2004,56,34327,（旧）宮島町,34,広島県,,0,0,0,0,0,0,2419193
厳島,2005,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,126386159
厳島,2006,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,171050500
厳島,2007,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,172476266
厳島,2008,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,171413409
厳島,2009,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,168084855
厳島,2010,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,158303023
厳島,2011,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,157571257
厳島,2012,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,156342476
厳島,2013,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,156889093
厳島,2014,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,159660629
厳島,2015,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,159266513
厳島,2016,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,163481339
厳島,2017,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,165561320
厳島,2018,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,168373855
厳島,2019,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,169812934
厳島,2020,56,34213,廿日市市,34,広島県,,0,0,0,0,0,0,171421160
阿多田島,2001,57,34211,大竹市,34,広島県,357,0,0,0,0,0,0,43076100
阿多田島,2002,57,34211,大竹市,34,広島県,349,0,0,0,0,0,0,41707443
阿多田島,2003,57,34211,大竹市,34,広島県,343,0,0,0,0,0,0,39887905
阿多田島,2004,57,34211,大竹市,34,広島県,340,0,0,0,0,0,0,38762314
阿多田島,2005,57,34211,大竹市,34,広島県,333,0,0,0,0,0,0,38567487
阿多田島,2006,57,34211,大竹市,34,広島県,321,0,0,0,0,0,0,40597648
阿多田島,2007,57,34211,大竹市,34,広島県,327,0,0,0,0,0,0,40688987
阿多田島,2008,57,34211,大竹市,34,広島県,323,0,0,0,0,0,0,40061478
阿多田島,2009,57,34211,大竹市,34,広島県,317,0,0,0,0,0,0,39202279
阿多田島,2010,57,34211,大竹市,34,広島県,308,0,0,0,0,0,0,35643703
阿多田島,2011,57,34211,大竹市,34,広島県,305,0,0,0,0,0,0,35576678
阿多田島,2012,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,35533376
阿多田島,2013,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,34875231
阿多田島,2014,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,34779691
阿多田島,2015,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,35381396
阿多田島,2016,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,36026792
阿多田島,2017,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,36371193
阿多田島,2018,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,36360800
阿多田島,2019,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,36819288
阿多田島,2020,57,34211,大竹市,34,広島県,,0,0,0,0,0,0,36185022
猪子島,2001,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,43076100
猪子島,2002,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,41707443
猪子島,2003,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,39887905
猪子島,2004,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,38762314
猪子島,2005,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,38567487
猪子島,2006,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,40597648
猪子島,2007,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,40688987
猪子島,2008,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,40061478
猪子島,2009,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,39202279
猪子島,2010,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,35643703
猪子島,2011,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,35576678
猪子島,2012,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,35533376
猪子島,2013,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,34875231
猪子島,2014,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,34779691
猪子島,2015,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,35381396
猪子島,2016,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,36026792
猪子島,2017,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,36371193
猪子島,2018,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,36360800
猪子島,2019,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,36819288
猪子島,2020,58,34211,大竹市,34,広島県,,0,0,0,0,0,0,36185022
端島,2001,59,35208,岩国市,35,山口県,57,0,0,0,0,0,0,150647312
端島,2002,59,35208,岩国市,35,山口県,56,0,0,0,0,0,0,144673529
端島,2003,59,35208,岩国市,35,山口県,52,0,0,0,0,0,0,140872824
端島,2004,59,35208,岩国市,35,山口県,54,0,0,0,0,0,0,136639852
端島,2005,59,35208,岩国市,35,山口県,60,0,0,0,0,0,0,137324425
端島,2006,59,35208,岩国市,35,山口県,51,0,0,0,0,0,0,194760523
端島,2007,59,35208,岩国市,35,山口県,50,0,0,0,0,0,0,194282823
端島,2008,59,35208,岩国市,35,山口県,53,0,0,0,0,0,0,192614266
