island,year,island_id,region_code,region,prefecture_code,pref,population,dummy_has_bridge,dummy_connect_mainland_by_bridge,bridge_opened_year,dummy_after_bridge_build,connect_mainland_year,dummy_after_connect_mainland,income
西ノ島,1994,2,32526,西ノ島町,32,島根県,,0,0,0,0,0,0,3256428
西ノ島,1995,2,32526,西ノ島町,32,島根県,,0,0,0,0,0,0,3451278
西ノ島,1996,2,32526,西ノ島町,32,島根県,,0,0,0,0,0,0,3352166
西ノ島,1997,2,32526,西ノ島町,32,島根県,,0,0,0,0,0,0,3371048
西ノ島,1998,2,32526,西ノ島町,32,島根県,,0,0,0,0,0,0,3480252
西ノ島,1999,2,32526,西ノ島町,32,島根県,,0,0,0,0,0,0,3569698
西ノ島,2000,2,32526,西ノ島町,32,島根県,,0,0,0,0,0,0,3482008
西ノ島,2001,2,32526,西ノ島町,32,島根県,3875,0,0,0,0,0,0,3607598
西ノ島,2002,2,32526,西ノ島町,32,島根県,3817,0,0,0,0,0,0,3686569
西ノ島,2003,2,32526,西ノ島町,32,島根県,3738,0,0,0,0,0,0,3852056
西ノ島,2004,2,32526,西ノ島町,32,島根県,3679,0,0,0,0,0,0,3985483
西ノ島,2005,2,32526,西ノ島町,32,島根県,3607,0,0,0,0,0,0,4157954
西ノ島,2006,2,32526,西ノ島町,32,島根県,3567,0,0,0,0,0,0,4363130
西ノ島,2007,2,32526,西ノ島町,32,島根県,3434,0,0,0,0,0,0,4615603
西ノ島,2008,2,32526,西ノ島町,32,島根県,3390,0,0,0,0,0,0,4689937
西ノ島,2009,2,32526,西ノ島町,32,島根県,3334,0,0,0,0,0,0,4750820
西ノ島,2010,2,32526,西ノ島町,32,島根県,3238,0,0,0,0,0,0,5359168
西ノ島,2011,2,32526,西ノ島町,32,島根県,3231,0,0,0,0,0,0,4800240
西ノ島,2012,2,32526,西ノ島町,32,島根県,3168,0,0,0,0,0,0,4589846
西ノ島,2013,2,32526,西ノ島町,32,島根県,3140,0,0,0,0,0,0,4335198
西ノ島,2014,2,32526,西ノ島町,32,島根県,3080,0,0,0,0,0,0,4387782
西ノ島,2015,2,32526,西ノ島町,32,島根県,3017,0,0,0,0,0,0,4428495
西ノ島,2016,2,32526,西ノ島町,32,島根県,2923,0,0,0,0,0,0,4145214
西ノ島,2017,2,32526,西ノ島町,32,島根県,2879,0,0,0,0,0,0,3913339
西ノ島,2018,2,32526,西ノ島町,32,島根県,2868,0,0,0,0,0,0,3662884
